w1,w2,L1_1,L2_1,a_1,L1_2,L2_2,a_2,y
1,18.494484830720914,0,0.09689194630071628,0,1,-0.695715950895101,1,1
0,15.64483870708528,0,0.5611390433084344,1,0,-0.03915650192173692,1,0
0,12.569833728183147,0,0.9256129439229478,1,0,-0.25889590253867945,1,1
1,6.44206590404736,1,1.6638898089974021,1,0,0.3570605284314545,0,1
0,8.535849021311545,1,-0.42371191392415597,1,0,-0.9512789086610993,0,0
0,11.346860271082823,0,-0.9020961454406533,1,0,-0.03673810824942314,0,1
1,22.21210445384237,0,0.33297971014885286,0,0,-0.37507977181424257,0,0
0,4.55908970312634,1,3.0676950823216496,0,0,3.231461097313892,0,0
0,16.524218607384086,0,-0.263373659009863,0,1,-0.30112426829578387,0,1
0,9.891062971064317,0,1.244591847495403,0,1,2.1366022763610357,0,1
0,18.663963599949675,0,-0.05645857358559592,0,0,0.16861790388989575,0,0
0,7.443197440106381,1,-0.40411126336281367,0,0,-0.49784228077976944,0,0
0,12.57449293865099,0,-0.5846721928210463,0,0,-1.0431166724201286,0,0
1,7.601796233188996,0,-0.12522666538571328,0,0,0.8326899634640058,1,0
0,15.6140657054467,1,1.7979251279299,0,1,3.093398861032842,0,1
1,17.935117954952343,0,0.4911979001129627,0,0,0.6799915631305862,0,0
1,19.802884025604605,1,0.695357963471331,0,0,4.155169554668835,0,1
1,15.190402630358074,0,1.0006398187358418,1,0,0.9395506328659603,1,0
0,19.373065018311287,1,2.2654721630691155,0,0,5.383026763384025,0,0
0,16.985695634646586,0,0.9454757984259963,0,0,0.9814532327071714,1,0
1,11.472500352703939,0,-1.3023863494248946,0,0,-2.768368408064644,0,0
1,13.9081489531388,1,-0.8844298459347576,0,0,-2.180114936574144,1,0
1,8.112023154096267,0,-1.4983348820508626,1,0,-2.4986845935977016,1,1
0,11.259191322396024,0,-2.7359548566698266,0,0,-1.1449549610032757,0,1
1,16.883854833395286,0,1.4695724761265583,0,1,3.3317343265866937,1,0
1,14.1651365739294,0,-0.3420725085431139,0,1,0.1871874501575225,1,1
1,13.82942932650132,0,0.5432649709710291,0,0,0.980054556804146,0,0
0,7.847475841251179,1,1.2600926115564255,1,0,0.6016120773308938,0,0
0,9.581947078663532,0,-0.4160132237938353,1,1,-1.1968693493751013,1,0
0,8.9415759449857255,0,-0.045551889212363625,0,0,-0.674039231922144,0,1
0,13.581183480053996,0,0.4860680143249946,0,1,-0.248670145775431,1,0
1,8.037969478133764,0,0.3162589165989622,0,1,-0.1532838384680254,1,0
0,14.248165560396208,0,-0.6318335939841413,0,0,-1.1120417063388166,0,1
1,7.534334352265832,0,0.8161589535292495,1,1,1.2100397466144783,1,0
1,19.314121832541456,0,0.7487767465678802,0,1,1.702736636587335,0,1
0,13.842365397912415,0,-0.1500256419423665,0,0,1.5915787664718073,1,1
0,9.195985550986922,1,-1.1304210553491334,0,0,-3.487082553468483,0,1
0,12.964183730004894,0,0.762975432868635,0,0,1.3877369520679372,1,1
0,10.590187203088176,0,1.533421527945882,1,0,1.120854921687497,0,0
0,13.484591839038629,0,1.5153634117797417,0,1,1.383818727619829,0,0
1,12.974130875041201,0,1.0123758755457497,0,0,-0.509586925642084,0,0
1,7.943543309354102,0,-0.39369963555873133,0,0,-0.3571422572710764,1,0
0,8.834744484722119,0,-0.44299947464332784,0,0,-1.1306591352867983,0,0
1,13.198374738958254,0,-0.44570100919631817,0,0,0.03204216644119284,0,1
1,18.556207635006245,0,-0.21613579263744018,1,0,-1.353382900480238,1,0
0,16.33846803468369,0,0.8725703016002215,0,1,4.481946960146846,1,1
0,9.501730105527624,0,0.3514140545909328,0,0,-0.3356675113617806,0,0
1,15.303691606589977,1,-1.6933236702389018,1,0,-2.032490065505046,0,0
0,11.805726588974846,0,-1.7425303639247052,0,0,-2.8532392893465146,1,1
0,13.205254606873618,1,0.10921845233438399,0,0,-0.08390199816068089,0,1
1,13.041445962946232,0,0.2903532069105015,0,0,2.5450222719482545,0,1
0,22.301799054893564,0,-2.0844563514863563,0,0,-2.2483304438687637,0,1
1,7.258844757651103,0,-0.7338587782355959,0,0,-0.061066472840035746,1,1
0,12.403679436051428,0,0.1515979460571982,0,0,-0.664145034718202,0,0
0,4.880090848129537,1,1.5105868236577715,0,0,3.097751320155055,0,0
0,14.359343691835033,1,-1.8692752914039328,1,0,-1.4573302563194832,0,0
0,16.38643388688562,0,-1.0915799391131218,1,0,-1.8443486279431158,1,0
1,17.782648964404615,1,-0.8924803575741774,0,0,-0.49421492306811543,0,1
0,4.299418992651517,0,0.21839026857536648,0,0,-0.12547923281188822,0,0
0,13.651077988776121,1,0.46735000130201393,0,0,1.1125692476976052,1,0
0,18.373479805534608,0,-0.13695443324504655,0,0,-0.7626162325343622,0,1
1,10.343936547830788,0,-1.498889322471678,0,0,-0.9422340973099976,0,0
1,11.151397871672202,0,-0.5090384381475972,1,0,0.9756539015731504,1,1
1,11.853851111181035,1,-0.43194747554407475,0,1,0.9393526635361436,0,1
0,13.460075005732142,0,-0.06798053435969753,0,1,0.37161272848264243,0,0
1,14.660639502983877,0,1.7794915761615144,1,0,2.049774606005568,1,0
1,17.271283534845928,0,-0.4940576950895368,0,1,0.09015814919759418,0,0
0,11.61804963822003,1,0.19244490152089144,1,1,1.0070051535457392,1,1
0,12.785112181889875,0,-0.5775472198080122,1,0,-0.2637689511274922,0,1
0,21.951991508885847,0,-1.0207079339550604,1,0,-0.3950979015579006,1,0
1,13.724395712459964,1,0.7831918549932002,0,1,1.5482473396405791,1,1
1,12.755012437319333,0,-0.9130785552795537,0,0,-0.5677345871951065,0,0
1,6.631027498866205,0,2.811519464610856,0,0,3.5882791636802054,1,1
0,12.011424190488906,0,0.21267717973210362,1,0,0.19063077836162198,1,0
1,11.114695387332477,0,0.18140052995200112,1,1,1.0938338700855614,0,0
0,11.955816680762505,0,0.05301295579676456,1,0,-0.45568025012835445,1,1
1,9.698329434915333,0,1.950628834389212,1,0,2.0313830709755862,1,1
0,9.252737390229196,1,0.7564544843058978,1,0,0.6814459700643735,1,0
0,9.116905472719512,1,-0.15982158902077342,0,1,-1.1428070884373056,0,1
0,11.141981938400903,0,-1.0547699872268266,1,0,0.05547582189521205,0,0
0,17.47253059211451,0,-0.8640024547962988,0,0,-1.8517103622758428,0,1
0,16.19634650623731,0,-0.623025840274937,0,0,0.8440668459498198,0,1
1,10.560099528227774,1,1.3305494262605868,0,1,0.3576839458253478,0,0
1,5.25633418184504,0,-0.12641823395245227,1,0,-1.265938357717144,1,0
0,8.621666285856186,0,-0.6709819598212635,0,0,0.2761231941120105,1,0
1,10.16895786703797,0,0.9037490565506535,0,0,0.9136937080531041,0,0
1,12.414552016913216,0,1.479325539191304,1,0,-0.4517197799431625,1,0
1,9.349570897196742,0,-0.5910357750993478,0,0,0.9958803160063727,0,0
0,20.026722763327562,0,-0.24466531640909842,1,0,-2.7329255195796653,0,1
0,10.910929862326595,0,0.45439348534705154,0,1,-0.12902323735000787,0,0
1,7.144222119041961,0,0.07659778465445269,0,1,-1.3822993374314507,1,0
1,11.434952970869947,0,0.5307160011934766,0,0,0.06709802878821669,0,0
0,7.978489673626345,0,1.7939834225076947,0,1,1.9624494483750516,0,1
0,12.624622829101305,0,0.06585967417004866,1,0,-0.34143487302916936,1,1
0,12.934534456359478,0,-0.15135692297064782,1,1,-0.8008657283173666,1,0
0,13.422350446513537,0,0.6196379653595917,0,0,0.590065614095494,1,1
1,5.512566963503142,0,0.015781139895069372,0,0,0.3300722202881089,0,0
1,12.882845163882596,0,0.7665935131716115,0,0,0.02966238272343591,0,1
1,13.241800322166585,0,-0.08155314819859066,1,1,-2.2339913716276785,0,0
0,6.315566209982049,0,0.506678376500928,1,0,-0.5560118256872069,0,1
0,15.821462558921645,0,-1.4055260819786755,0,1,-3.1516692476636408,0,1
1,15.13668351637735,1,0.17527049346716517,0,0,0.9519760624970276,0,1
0,21.19847744461778,0,-0.3042312128375063,0,0,1.7779119495379967,1,0
0,12.626811949502912,0,-1.0642744560224993,1,0,-2.283468275008751,0,1
0,12.186934110072002,0,-0.29119986673630766,1,0,-1.2547659698060953,1,0
1,12.386343336329745,0,0.5058583787862053,0,0,-0.255812088537665,0,0
0,12.279064923601203,1,0.2151336132564758,1,1,0.9263147188340696,1,0
0,4.606108898649333,1,0.7395448515076195,0,0,0.8169506244683015,0,1
1,5.315491765431026,0,1.0040541608078573,0,1,1.536156894406105,0,0
0,11.689844132835187,0,0.9453624710562107,0,0,1.833730791075761,1,0
1,9.675730477734007,0,-0.21773187169800773,0,0,0.11686004174846909,1,0
0,12.2189461002297,0,-1.2059667370547587,0,1,-0.6359456379141688,0,1
1,3.5551665069578746,0,-0.23478330484278276,0,1,-1.3717969049946688,0,1
0,6.005206981892969,1,1.2297075063297453,0,1,1.2279712940448393,0,1
1,7.59406624424503,1,-0.03553570246562167,0,0,-0.5856985045900902,1,0
1,15.94423288424099,0,-1.4678493222027083,0,0,-2.6232362969879293,0,1
0,7.606039971639534,0,0.5674436225861716,0,1,-0.525480320723853,1,0
1,8.801944185693877,0,0.37983875255030963,1,0,1.1954677421244753,0,0
0,12.31949527469621,0,-0.2774084024452227,1,0,-1.6547604367341648,0,0
0,10.709014552699564,0,0.28045164838299824,0,0,-0.01678623285170705,0,1
1,12.585668714671849,1,1.5052443566920517,1,0,2.4036660930640497,1,0
0,21.220247928182765,0,1.511398573038667,0,1,2.052860545471887,0,1
1,7.501585314967054,0,-0.3712810403957881,0,0,0.3460820462082716,0,0
0,10.778121440360781,0,0.1184460762616638,0,0,0.5576066487800817,0,0
1,9.932962201025068,0,-1.3447595229239904,0,0,-1.4043052380867773,0,1
1,18.049581707329814,0,-0.5372575088954454,0,0,-2.5664792697817007,0,0
0,8.92206030843889,0,2.0974610005495684,1,1,1.3778430887374342,1,0
0,11.671652384897127,1,1.614726209359922,0,0,0.35313476314143255,1,0
1,15.14853445729083,1,-0.06776938071022529,0,1,-0.3043683220055565,0,0
0,7.765637856206401,1,-0.6148087667407095,0,1,1.516954684938304,0,0
1,18.62070326296804,1,-1.170416264538722,1,0,-1.055983828645153,0,1
1,14.703049661896983,0,2.2830823503826654,1,0,1.500966569248284,1,0
0,7.703173561878582,0,0.19166146045725976,0,0,1.1573856367315267,1,1
0,13.818311236230953,0,-0.45576579700480757,1,0,-0.026209756167802745,0,0
1,11.146771427067726,1,1.199535052221932,0,0,1.2206526973868328,1,0
0,13.252915087977339,0,-0.9670566819791409,1,0,-1.2621587816240818,1,1
1,11.640099211937347,1,0.8529651897258259,0,0,0.8138805986147176,1,1
0,16.282064147113374,1,1.6036909437097324,0,1,1.695091559605571,0,0
0,6.5955984571866635,0,-0.14421417504979786,0,0,0.5412720541709752,0,1
1,9.909533211216337,0,1.5603762759955324,1,1,1.5771282843545713,0,0
1,11.003237288978404,0,0.7615838042990335,0,1,0.23423953149083387,0,0
0,8.016805100594667,0,-0.598639567874012,0,0,0.31589997706983164,0,1
0,7.840179824935224,0,0.6527145345968136,1,0,-0.16728761546546267,1,0
0,11.92807903769335,1,-0.5852337359119952,0,1,0.843287536653653,0,0
0,11.471299468573061,0,-0.4192710625442051,0,0,-1.2847356947468382,0,0
0,1.8026289009982719,0,0.7924108956276404,1,0,1.358422287383167,1,1
0,16.162293822877505,0,-0.31399845711002755,0,1,1.1054211017995539,1,1
1,12.998902943940761,0,0.11556165055255757,1,0,1.2577340323697646,1,0
1,21.664829492593313,0,1.245656391210301,0,0,1.3401438434357118,1,1
1,14.740792952204387,0,-1.0481724660765126,0,0,-0.21856439362024516,0,1
0,10.21216276415203,1,1.6974154951135543,0,0,-0.3381043771000529,1,1
0,23.189564587832386,1,2.2738511058713273,1,1,2.7499827357898847,0,0
0,23.32890409566203,0,0.8477702909999292,1,1,0.7717724575986513,1,1
1,7.125152734839283,0,0.5031827014852166,1,0,0.9642588846160516,1,0
0,13.876127823821696,0,-0.35766038945501144,0,0,-0.11014003752841323,1,1
1,11.1550123254714,0,0.6125115360807489,1,0,1.808858557952238,0,1
0,12.74820458621605,0,-0.3745001237413531,0,0,-0.41766883353724726,0,1
0,12.910170914275255,0,0.417271527394369,0,1,1.2801127552331952,0,0
1,6.952398148523791,0,-0.6071020267558904,0,1,-0.6535341268898686,0,1
0,13.142358320970246,1,0.9198273692402015,0,0,1.7070135244011129,1,0
1,18.996989452567185,0,0.8913387354893574,0,0,-0.15995746335426464,0,0
0,11.34363998346079,0,1.3564354078859353,0,0,2.076441321759709,0,0
0,11.348293157206184,0,2.095692644001229,1,1,1.6195851193414028,1,0
0,17.594288025349865,0,-0.47049895436564726,0,1,0.10025894601889301,0,0
0,15.593584962731793,0,1.1221251418546678,0,0,0.4027424427044368,1,0
1,5.40602072647486,0,-1.3632072398304609,0,0,-0.7775061204398724,0,0
1,12.914227893048748,0,-0.31834147971753624,0,0,2.792326126544281,0,0
1,18.614188938710935,0,1.1416085739955741,0,0,2.858270969868551,1,0
0,17.661105399676572,1,-0.5617780963722924,1,1,0.39521175252924945,1,1
1,13.67980641525692,1,0.4924387640304734,0,0,2.2185980137945371e-4,0,0
0,14.884883228451576,1,-0.7515958616107556,0,1,-0.27788656305927045,0,1
1,7.212259151245266,0,-0.28822811260260683,0,0,-0.3844438520362433,1,0
1,13.200526267525493,1,0.10120833622519267,0,0,-1.7619152959064603,0,0
0,8.18220425924871,0,-0.5304967238135572,1,0,-0.8888425783184445,1,1
1,10.167927727612224,0,-1.8341728125402452,0,1,-2.0590315815313884,0,0
0,15.74241473511841,1,0.4005204768787596,0,1,0.4683143083576583,0,0
1,7.452427553235427,0,0.5594243709368808,1,0,-0.10805834723781033,0,0
0,13.067673003492233,1,0.26739130409606476,0,0,1.0498969938941034,0,1
1,13.713328157886174,0,-0.34161444410944825,1,0,1.5040994171722808,1,0
1,12.219647879358519,0,1.0324001360540231,0,0,2.300253766191454,0,1
0,19.28875528734166,0,1.2704232129348347,0,0,2.1234959449767103,0,0
1,7.910610685699,0,-2.284564749192928,0,0,-2.1603895547524012,0,1
0,14.424521045742399,1,1.2688200479865386,1,1,1.2887976387185944,0,1
1,11.64427773019733,0,-1.6531049698515379,0,0,-0.3891396107363765,0,1
0,10.956671024664303,0,-0.23498365218878478,1,0,0.9562319574555105,0,0
1,13.856364935409525,1,-0.9606094644051816,0,0,-1.4239926721487586,1,0
1,7.918397637264278,1,-0.5409218065504501,0,0,0.4780655193254109,0,1
0,6.746196333926379,0,1.384345732063505,0,0,0.2686979103284777,1,0
1,10.022076498066308,1,0.6447341532647364,0,0,-0.45770368653334714,0,0
1,19.00702859902179,0,0.6939683717320986,0,0,2.4698219925166267,0,0
0,12.223059098450081,1,-1.955761840360312,1,0,-1.9965919808740227,1,1
0,13.325737592911544,1,0.3295827186706797,0,0,0.49662219403306856,0,0
0,11.240613449289842,0,0.741209288366796,1,0,1.6326384425436515,0,1
1,13.881970927815301,1,1.0097668526717696,1,0,0.7419299758040727,0,0
1,8.193281827931417,1,-0.8813145321959147,1,0,-1.8560461013991203,1,0
1,16.631641866274563,0,1.1138594706934035,0,0,1.4085332143423557,0,1
1,14.338821040965406,1,-1.2418175678856134,0,0,-2.817062693505708,0,0
1,8.774188709233181,0,1.8364849059686652,0,0,1.4417606895210138,0,0
1,12.21821298324797,0,-0.6664521604110556,0,1,-0.7110101915127927,0,0
1,14.865326477996492,0,0.9236776515493121,0,1,-0.38023176846631257,0,0
0,14.230923928218411,0,0.4602205844176197,0,0,0.7872941596374683,0,0
0,17.927736063507524,0,-0.8843231569778105,0,0,-1.4377788989866098,0,1
1,9.5480489804206,0,1.2497391458728022,0,0,2.449297168911741,0,1
1,16.464546461961575,0,0.20802230724700743,0,0,0.08162573539362716,0,1
0,16.146192039764877,0,0.979869695245495,0,1,0.05033133899497777,0,1
1,11.35006747238858,0,0.34169276054609155,0,0,0.6844161730072451,0,1
1,8.09629322871246,1,0.9594601846970386,0,0,0.9772054329266529,0,0
0,7.643419236461935,0,0.09811471326269652,0,1,0.21486678785954796,1,0
1,13.831147831779884,1,1.2635401280108125,0,0,1.6073063506747856,0,1
1,11.715493065116423,0,-0.2250259342599621,0,0,-0.5118920037447314,0,0
1,19.1164106674058,1,0.728452424922859,1,1,0.38302565780295206,1,0
1,14.140551841984818,1,0.5299770406637909,1,0,1.1093863774385513,1,0
1,10.512220499346018,0,0.958981982091839,1,0,2.480841203382332,1,0
1,7.897831006011543,0,-0.5320641848967513,1,0,-2.588779648332968,1,0
0,9.670393301578992,1,0.27439543088365603,1,0,0.03541895138493706,0,0
1,13.371553571589324,1,-0.43644954341595577,1,0,0.46694829722873943,1,0
1,10.196261411773397,1,1.0206004398511777,0,1,-0.06664887813177223,0,1
0,14.056920480922761,0,-0.49611717466585536,1,0,0.6112654047000436,0,1
0,10.662647791320872,0,1.8388651742899564,1,0,1.366264236905894,1,0
1,11.577760364822097,0,0.916149205687337,0,1,1.7296789307528981,1,1
0,9.077961308768689,0,0.07707163423384711,0,0,1.6416170254232765,0,0
1,19.62017433963482,1,1.4123982186021729,0,0,2.4971767953548474,0,1
1,13.330486925881576,0,0.058713929120564,0,0,1.3963338214447858,0,1
1,12.922534561997804,0,0.7024876272560115,0,0,-1.38611408551381,0,1
0,5.232550340463732,1,0.5805199034197379,0,0,-0.640517396830423,0,1
1,14.639167598197309,1,0.5794301083922982,0,1,1.297288442263567,0,1
0,7.905505644481153,0,-0.5177091732642998,0,0,-1.3494349150116414,1,1
0,8.43391370258281,0,-1.1665051405753684,1,0,-1.8340404990504937,1,0
1,15.673364684086595,1,-1.5148670629329644,0,0,0.01608883055255861,0,0
1,10.18919741396708,0,-0.34440438486160024,1,0,-0.33601828699889413,1,0
1,5.006510879987277,0,0.7428583010023397,0,0,0.8282412882853828,0,0
1,19.07961643955742,0,-0.03824131910724582,1,0,-0.3030307867272674,1,0
0,2.490372298429918,0,-1.178447210483642,0,0,-2.751439006215768,0,0
1,14.29124611943834,0,2.309390063144465,0,0,0.5617285593104759,1,0
0,16.06899699633844,0,0.8626993930119937,0,0,0.8056231191450048,0,0
0,9.476128533357862,0,2.041379385599211,0,0,2.4908794658688915,1,0
1,13.777148205646217,1,1.36080783577775,0,0,0.16963453668123463,0,0
1,13.75652155355422,0,-0.4638139028289694,0,0,-2.144028784450043,0,0
0,16.16249261165805,1,-0.2502962771302054,0,1,1.1868377859054777,1,0
1,13.936397551810089,0,-1.2913170027516105,0,0,-0.65495467611434,0,1
0,11.0204648836299,0,0.8506781019459793,0,0,1.4429776224719506,0,1
0,15.663968231760844,0,1.7802989345449445,0,1,2.854035114637418,0,0
1,15.202489426039065,0,-0.7584599838122069,1,0,-0.2616915191284981,0,0
0,8.25372386345683,0,-1.1196604081846084,1,0,-2.292625851151094,0,0
0,6.396850264017076,0,0.9466465710046524,0,0,2.2607701292293774,1,1
0,12.641110159972712,0,-1.3900679340010036,1,1,-2.7410168858081567,1,1
1,10.90415050089927,1,2.040653062777534,1,0,1.461106247066248,1,0
0,8.057843549750816,1,0.6527142133037562,0,0,1.0668882700353104,0,1
1,12.335722718060131,0,-1.5815378266579552,1,0,-1.3871821303261893,0,0
0,6.720013894052376,1,0.4221190346729464,0,0,1.0786546743283092,0,0
0,12.644905405304796,0,0.23163091986404227,0,0,1.2346720533062818,1,1
1,9.50028644983232,0,-2.363410668686349,0,1,-3.0880801349240175,1,1
0,15.828657096769923,0,0.11642854064374669,0,0,-1.012711176171376,1,0
0,21.697956564646134,0,-0.3702812022205759,1,0,-1.5210347255261074,1,0
1,8.336083025252833,0,-0.7939361625047255,0,0,-0.14609219521305883,0,0
1,16.2306566837719,0,0.41102338658840065,0,0,0.10057567702515052,1,1
1,15.300598911073132,0,1.0138962914045384,0,0,1.5698144091433042,0,1
1,11.719223102778566,0,1.8542010642418365,0,0,3.144374906011146,1,1
1,10.185414503771941,0,-2.5206535010576916,1,1,-3.3005333328959106,0,0
1,18.30123082734994,0,0.9366236360834641,1,0,1.8343348916885025,1,0
0,3.978168727055012,1,-0.912569424064742,1,0,-1.7176802527224417,1,1
1,9.427220833625347,0,1.2606023737167624,0,0,1.9616884669529193,1,1
1,6.252626225368897,0,0.41838793641152683,1,1,0.3049887967691365,1,1
1,17.58125375578431,0,1.6307697096182725,0,0,0.9461427991885726,0,0
0,11.237186269420572,0,-1.370389443062452,0,0,-0.31016720863811054,1,0
0,9.901315202121314,0,0.5936444496500528,0,0,1.4152620003384921,0,0
0,24.736177896265314,1,0.5425211169972861,0,0,-0.07872335636301564,0,0
0,11.799850928449487,0,1.1658607552039204,1,0,1.1215610692334548,0,1
1,10.225002752533905,0,-0.1189184811096601,0,1,2.495729616843901,0,1
0,13.199461000544579,0,1.276011455934185,0,1,0.6561432753337268,0,1
0,5.726301516980125,0,-0.38769786030607944,0,1,-0.49714770763009575,1,1
1,13.96121057068827,0,-0.27962529818622833,1,0,1.0528798773651578,0,0
1,11.615347195680133,0,0.15153277341258564,0,0,-0.856011481416672,0,0
0,13.874100490120583,0,-0.9305111674810891,0,0,1.588643473931113,0,1
1,8.070517456248584,0,-0.3658664662718018,0,1,-0.9624634364670468,0,1
0,7.908064631408227,1,1.1890844747964984,0,0,0.7467329247884094,1,0
0,9.22634134689526,0,1.7440921177746809,1,0,1.597801775123209,1,0
1,8.928041707628871,0,1.2135350967046445,0,0,2.3674919355555644,1,0
1,17.196199866734357,0,-0.24290317652123827,1,0,2.9546016386894753,1,0
1,18.31658224723236,0,0.511645708011943,1,0,0.9681261656663409,1,0
0,11.372432187843732,0,0.21221397082318033,0,0,0.9455545119061696,1,1
1,10.564253757661278,0,-1.1433849353591852,0,1,-2.4212710720757107,0,0
1,10.683844678313326,0,0.3742466579238483,1,0,0.41232684354423554,0,0
1,12.276945911412065,1,-0.6915238685576879,0,0,-2.938537048514486,1,0
0,12.38761693480422,0,-0.9367480495990955,0,0,-1.071145123581788,1,1
0,13.160137551062283,0,0.8571068368765311,0,0,2.4501333063780746,1,1
1,9.013284235814977,1,-0.6077990447481911,0,0,-0.7257362520822104,0,0
1,8.612414444718725,0,-0.047924606062427766,0,0,-0.02944309504200917,0,0
0,16.788310654984336,0,-0.8058324703315908,1,0,-0.7989047224182773,1,0
0,9.80549055558671,0,0.15399933140900718,0,0,0.12832474733136062,0,1
1,13.212182780901802,1,0.6344683809595068,1,1,0.6566397910145028,0,1
1,11.772117864786672,1,0.6302664333147759,0,0,-0.7732458070497162,0,0
1,8.168602431397323,0,-0.983571952915415,1,0,-1.5927573604917145,1,0
0,14.364247637646029,0,1.4016847264030368,1,1,1.0037395547716743,1,1
1,12.69241949397182,1,1.6298959079841076,0,0,2.3165934709507345,0,0
1,17.59913342485003,1,0.5589017606592497,0,1,0.932269731278702,0,1
1,12.469838338507952,0,0.29217793126942615,1,0,-0.5517161576001546,1,0
1,10.673816967196588,0,0.19408107299304642,1,1,0.9398330875737152,0,1
0,13.113179653221456,0,0.38867774247196113,1,1,1.5463949601095066,1,0
1,7.257633403858644,1,0.4589999227612242,0,0,-0.7578414139078973,0,0
0,8.656423786425613,0,0.2233878568124249,1,0,0.29396320533162873,1,0
1,14.041093004557723,0,0.8042341009603098,0,0,0.18561926494638736,0,0
1,10.667516395104206,1,-0.21909337842649168,0,0,-0.7305667457055289,0,1
0,11.736156214590146,0,1.2467064906480743,0,0,1.7839316775222926,0,0
1,11.539113162312201,1,0.08770831985249834,0,0,1.0349492471097488,0,0
0,9.397949524901883,0,-1.6617145212871436,0,0,-1.1875780893014525,0,0
0,3.9252453636703315,0,-0.06046791574670005,0,1,-0.5560597925130044,0,0
1,13.39533988070637,0,0.5909738514609377,1,0,1.6446392595698252,1,0
0,15.046558030587434,0,1.3804972531395752,0,0,2.562852465291932,0,1
1,6.8451350585994994,0,0.13866178320110256,1,1,-0.9922694417829049,0,0
0,17.929610873834427,1,-1.7607730929326575,0,0,-1.268308458632803,0,0
0,13.54061929474894,1,0.1402379588728508,0,0,-0.8840206185328042,0,1
1,17.366561179975488,0,-1.015546310167719,0,0,0.6148528407025595,1,0
0,8.171318115030846,0,-0.8943925224994403,0,0,-0.5426197633210167,0,0
0,12.667125153417004,1,-0.8989557997007983,0,0,0.2948507730203773,1,0
0,11.599944164244766,1,-0.6832274828701151,0,0,-0.17908423972156523,0,1
1,15.074029727527105,0,1.2978693878319634,1,0,1.1303392984084795,1,0
1,9.696561728349227,1,-0.7245632822603503,0,0,0.11289087717904378,1,0
0,11.959609312190155,0,-0.31946668083106433,1,0,-1.5031883344666883,0,0
0,4.88536340502422,0,0.233027095450495,0,0,-1.1508016968969517,0,1
0,8.889514228518,0,0.9792747678643702,0,0,0.4370162718147592,0,0
1,12.50013553466044,0,-0.5317036547283803,0,1,-0.1530843483403,0,1
1,9.174714030447106,1,-0.7244767235655242,0,0,-1.0564176537662855,0,0
1,11.82572205675408,0,-0.3903585016463003,1,0,-0.9472200229742226,1,1
1,10.128296104299121,1,-1.0604357381903848,0,0,-0.0483012731016067,1,0
1,14.427720544645961,0,1.0743105549162715,1,0,0.5063950464842294,0,0
1,16.67395323499825,0,-2.005218601748962,0,0,-0.8740221975922999,0,0
1,8.709994348769909,1,-0.43059213386720113,0,1,-1.1264281081068694,0,0
0,10.771853765621087,1,-1.3334214844376642,0,0,-1.4821863094582008,0,0
0,17.75904503347897,1,-1.7791943338549867,0,0,-2.427917228298743,0,0
0,3.2043069832651714,0,0.06070126691191352,0,0,-0.33345498485827,0,1
0,10.72064883303706,0,1.6454421496531486,0,0,0.5909517696421112,0,0
1,20.25881713657337,0,1.8472285261655554,0,0,2.4868036698639653,0,0
1,20.77436027625702,0,-0.34503260559019455,0,1,1.0350252960076323,0,0
0,12.626381293400598,0,-0.5706918955842377,0,1,-0.1610693884755029,1,0
0,8.545564197545445,0,-0.4527706614961325,0,1,1.344952825140461,0,0
1,12.661829677961753,0,0.8467285285634688,1,1,-0.8767531794067216,1,0
0,9.388902416211922,0,-2.4678079388179017,1,1,-3.325470988601538,1,0
0,17.811269129165936,1,0.42581316571394956,0,0,1.1285702596967895,0,0
0,8.774069377187816,0,-0.3177996872356756,1,0,0.2033202949287855,1,1
0,13.491646380834993,0,-0.6090220330427538,1,1,-0.34710885018516346,0,0
1,14.479400298274768,0,-1.8513260283373767,1,0,-0.17084703323946338,0,1
0,8.969959357216604,0,-0.1161268242107867,1,0,1.448962335804757,1,0
0,15.406098726024734,1,-1.4949957851956202,1,1,-3.000239159337275,0,0
1,9.008280116334776,0,0.08477492797101126,0,0,-0.2525465237335619,1,0
0,14.52095931861592,1,-0.7496920843272601,0,1,-2.038515861813724,0,1
1,16.38664653241421,1,0.22018618950770832,1,0,-0.8567213174745241,1,0
1,8.046228310467175,0,0.551466362488455,0,1,0.8701850397403261,0,1
0,16.43198016391839,0,-0.3394189655587604,1,0,-0.023691389952431807,0,0
0,10.04186851515035,1,-0.9219797710644996,0,0,-1.6020127808485707,1,0
0,13.177413553747872,0,-0.47996809349283154,0,0,-0.046593513087611615,0,0
1,12.807349889155079,0,-0.5293200043229427,0,0,-1.1390819336075992,0,0
1,10.291214454647193,0,-1.3803636845089982,0,0,-1.038037671078757,0,0
1,13.072411479991139,1,-0.639894099106285,0,1,-0.4060247287842223,1,0
1,7.07827629830465,0,-0.1126223718741065,1,0,-0.5358521895874712,1,1
0,11.455452511260143,1,-0.10627878468679793,0,0,-0.9518167225495803,1,0
0,15.303163326660682,0,0.4825733731538986,1,0,-0.029720053672025626,1,1
0,3.3035014030827448,0,1.3249107371543674,0,1,1.8490919553080432,0,0
0,6.048295250566981,1,0.39415398416953656,0,0,-0.03954490720185844,0,0
1,7.3522497696121105,0,1.5593094724381775,0,0,1.297324178526725,1,0
0,5.643641223418281,0,-0.5914895524861233,0,0,-1.6048138222103743,0,0
